node,STUSPS,well_depth (m),NaN values,well_pressure [bar]
fips05009,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05011,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05013,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05015,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05017,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05019,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05021,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05023,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05025,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05027,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05029,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05031,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05033,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05035,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05037,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05039,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05041,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05043,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05045,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05047,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05049,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05051,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05053,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05055,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05057,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05059,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05061,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05063,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05065,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05067,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05069,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05071,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05073,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05075,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05077,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05079,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05081,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05083,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05085,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05087,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05089,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05091,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05093,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05095,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05097,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05099,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05101,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05103,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05105,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05107,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05109,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05111,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05113,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05115,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05117,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05119,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05121,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05123,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05125,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05127,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05129,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05131,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05133,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05135,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05137,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05139,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05141,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05143,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05145,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05147,AR,75.81329809764581,Filled with US average,7.437284543379055
fips05149,AR,75.81329809764581,Filled with US average,7.437284543379055
fips06001,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06003,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06005,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06007,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06009,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06011,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06013,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06015,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06017,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06019,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06021,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06023,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06025,CA,42.629958620689656,,4.181998940689655
fips06027,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06029,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06031,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06033,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06035,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06037,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06039,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06041,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06043,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06045,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06047,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06049,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06051,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06053,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06055,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06057,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06059,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06061,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06063,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06065,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06067,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06069,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06071,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06073,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06075,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06077,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06079,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06081,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06083,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06085,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06087,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06089,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06091,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06093,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06095,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06097,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06099,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06101,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06103,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06105,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06107,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06109,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06111,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06113,CA,42.629958620689656,Filled with state average,4.181998940689655
fips06115,CA,42.629958620689656,Filled with state average,4.181998940689655
fips08001,CO,0.0,Filled with state average,0.0
fips08003,CO,0.0,Filled with state average,0.0
fips08005,CO,0.0,Filled with state average,0.0
fips08007,CO,0.0,,0.0
fips08009,CO,0.0,Filled with state average,0.0
fips08011,CO,0.0,Filled with state average,0.0
fips08013,CO,0.0,Filled with state average,0.0
fips08014,CO,0.0,Filled with state average,0.0
fips08015,CO,0.0,Filled with state average,0.0
fips08017,CO,0.0,Filled with state average,0.0
fips08019,CO,0.0,Filled with state average,0.0
fips08021,CO,0.0,Filled with state average,0.0
fips08023,CO,0.0,Filled with state average,0.0
fips08025,CO,0.0,Filled with state average,0.0
fips08027,CO,0.0,Filled with state average,0.0
fips08029,CO,0.0,Filled with state average,0.0
fips08031,CO,0.0,Filled with state average,0.0
fips08033,CO,0.0,Filled with state average,0.0
fips08035,CO,0.0,Filled with state average,0.0
fips08037,CO,0.0,Filled with state average,0.0
fips08039,CO,0.0,Filled with state average,0.0
fips08041,CO,0.0,Filled with state average,0.0
fips08043,CO,0.0,Filled with state average,0.0
fips08045,CO,0.0,Filled with state average,0.0
fips08047,CO,0.0,Filled with state average,0.0
fips08049,CO,0.0,Filled with state average,0.0
fips08051,CO,0.0,Filled with state average,0.0
fips08053,CO,0.0,Filled with state average,0.0
fips08055,CO,0.0,Filled with state average,0.0
fips08057,CO,0.0,Filled with state average,0.0
fips08059,CO,0.0,Filled with state average,0.0
fips08061,CO,0.0,Filled with state average,0.0
fips08063,CO,0.0,Filled with state average,0.0
fips08065,CO,0.0,Filled with state average,0.0
fips08067,CO,0.0,Filled with state average,0.0
fips08069,CO,0.0,Filled with state average,0.0
fips08071,CO,0.0,Filled with state average,0.0
fips08073,CO,0.0,Filled with state average,0.0
fips08075,CO,0.0,Filled with state average,0.0
fips08077,CO,0.0,Filled with state average,0.0
fips08079,CO,0.0,Filled with state average,0.0
fips08081,CO,0.0,Filled with state average,0.0
fips08083,CO,0.0,Filled with state average,0.0
fips08085,CO,0.0,Filled with state average,0.0
fips08087,CO,0.0,Filled with state average,0.0
fips08089,CO,0.0,Filled with state average,0.0
fips08091,CO,0.0,Filled with state average,0.0
fips08093,CO,0.0,Filled with state average,0.0
fips08095,CO,0.0,Filled with state average,0.0
fips08097,CO,0.0,Filled with state average,0.0
fips08099,CO,0.0,Filled with state average,0.0
fips08101,CO,0.0,Filled with state average,0.0
fips08103,CO,0.0,Filled with state average,0.0
fips08105,CO,0.0,Filled with state average,0.0
fips08107,CO,0.0,Filled with state average,0.0
fips08109,CO,0.0,Filled with state average,0.0
fips08111,CO,0.0,Filled with state average,0.0
fips08113,CO,0.0,Filled with state average,0.0
fips08115,CO,0.0,Filled with state average,0.0
fips08117,CO,0.0,Filled with state average,0.0
fips08119,CO,0.0,Filled with state average,0.0
fips08121,CO,0.0,Filled with state average,0.0
fips08123,CO,0.0,Filled with state average,0.0
fips08125,CO,0.0,Filled with state average,0.0
fips09110,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09120,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09130,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09140,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09150,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09160,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09170,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09180,CT,75.81329809764581,Filled with US average,7.437284543379055
fips09190,CT,75.81329809764581,Filled with US average,7.437284543379055
fips10001,DE,75.81329809764581,Filled with US average,7.437284543379055
fips10003,DE,75.81329809764581,Filled with US average,7.437284543379055
fips10005,DE,75.81329809764581,Filled with US average,7.437284543379055
fips11001,DC,75.81329809764581,Filled with US average,7.437284543379055
fips12001,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12003,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12005,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12007,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12009,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12011,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12013,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12015,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12017,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12019,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12021,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12023,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12027,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12029,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12031,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12033,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12035,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12037,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12039,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12041,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12043,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12045,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12047,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12049,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12051,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12053,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12055,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12057,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12059,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12061,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12063,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12065,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12067,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12069,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12071,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12073,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12075,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12077,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12079,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12081,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12083,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12085,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12086,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12087,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12089,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12091,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12093,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12095,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12097,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12099,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12101,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12103,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12105,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12107,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12109,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12111,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12113,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12115,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12117,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12119,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12121,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12123,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12125,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12127,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12129,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12131,FL,75.81329809764581,Filled with US average,7.437284543379055
fips12133,FL,75.81329809764581,Filled with US average,7.437284543379055
fips13001,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13003,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13005,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13007,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13009,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13011,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13013,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13015,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13017,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13019,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13021,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13023,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13025,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13027,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13029,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13031,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13033,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13035,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13037,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13039,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13043,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13045,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13047,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13049,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13051,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13053,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13055,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13057,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13059,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13061,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13063,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13065,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13067,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13069,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13071,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13073,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13075,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13077,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13079,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13081,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13083,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13085,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13087,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13089,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13091,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13093,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13095,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13097,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13099,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13101,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13103,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13105,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13107,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13109,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13111,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13113,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13115,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13117,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13119,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13121,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13123,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13125,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13127,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13129,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13131,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13133,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13135,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13137,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13139,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13141,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13143,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13145,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13147,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13149,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13151,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13153,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13155,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13157,GA,75.81329809764581,Filled with US average,7.437284543379055
fips13159,GA,75.81329809764581,Filled with US average,7.437284543379055
